orgid,pulseid,manager,q1_s,q2_s,q3_s,q4_s,q5_s,q6_s,q7_s,q8_s,q9_s,q10_s,gender,ethnic,los,wave,group,stratum,sector,female_mgr,progress,num_managers,org_nor
esorg109,espulse2531,Yes,2,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Female,British,1,1,Control,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2532,Yes,10,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Female,British,9,1,Treatment,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2533,Yes,8,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Male,British,3,1,Treatment,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2534,No,9,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Indian,0,1,Treatment,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2535,Yes,3,Strongly Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Male,British,3,1,Treatment,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2536,No,4,Agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Female,British,2,2,Treatment,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2537,No,7,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Male,Other,2,1,Treatment,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2538,Yes,5,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Female,I do not wish to disclose my ethnic origin,26,2,Treatment,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2539,Yes,10,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Female,British,25,2,Control,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2540,Yes,10,Neither agree nor disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Male,British,9,1,Control,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2541,Yes,10,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,7,1,Control,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2542,Yes,8,Strongly Agree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Agree,Female,British,9,1,Control,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2543,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Female,Other,3,2,Control,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2544,No,8,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,1,1,Control,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2545,Yes,9,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Female,British,2,1,Control,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2546,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,19,1,Control,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2547,No,8,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Female,British,3,1,Control,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2548,No,10,Strongly Agree,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Female,British,5,1,Control,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2549,No,8,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Female,British,2,1,Control,1,109Social Care,0.77,0.67,45,240
esorg109,espulse2550,Yes,10,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Female,British,20,2,Control,1,109Social Care,0.77,0.67,45,240
esorg110,espulse2570,No,7,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Male,British,1,2,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2571,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,1,2,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2572,No,5,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Female,British,4,2,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2573,Yes,10,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Male,British,1,1,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2574,No,8,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Male,British,5,1,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2575,No,8,Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Male,British,0,1,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2576,Yes,9,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Female,British,4,2,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2577,No,6,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Female,British,1,1,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2578,No,8,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Female,British,3,1,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2579,No,9,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Male,British,9,1,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2580,Yes,10,Agree,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,British,1,2,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2581,Yes,10,Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Male,British,5,1,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2582,No,9,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Male,British,4,1,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2583,No,8,Agree,Neither agree nor disagree,Agree,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Male,British,7,2,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2584,No,10,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Male,British,4,2,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2585,No,9,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Female,British,0,1,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2586,No,10,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Male,British,7,2,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2587,Yes,9,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Male,British,6,1,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2588,No,9,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,0,2,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2589,Yes,9,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Don't know,Strongly Agree,Strongly Agree,Agree,Male,British,4,1,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2590,Yes,6,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Don't know,Strongly Agree,Strongly Agree,Agree,Male,British,4,2,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2591,No,7,Neither agree nor disagree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Male,British,2,1,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2592,No,9,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Male,British,0,1,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2593,Yes,9,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Male,British,1,2,Control,2,110Construction,0.08,0.46,120,300
esorg110,espulse2594,No,9,Agree,Strongly Agree,Agree,Don't know,Strongly Disagree,Don't know,Agree,Strongly Agree,Strongly Agree,Male,British,1,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2595,No,8,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Male,British,6,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2596,Yes,10,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Male,British,7,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2597,No,4,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Male,British,16,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2598,Yes,10,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Male,British,4,2,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2599,No,10,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Male,British,6,2,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2600,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Male,British,3,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2601,No,7,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Male,British,6,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2602,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,5,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2603,Yes,10,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Male,British,7,2,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2604,No,8,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Male,British,6,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2605,Yes,10,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,7,2,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2606,No,8,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Don't know,Male,British,4,2,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2607,Yes,10,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Male,British,9,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2608,No,5,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Male,British,35,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2609,Yes,10,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,20,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2610,No,10,Neither agree nor disagree,Strongly Agree,Agree,Agree,Disagree,Don't know,Neither agree nor disagree,Agree,Strongly Agree,Male,British,1,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2611,No,9,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Male,British,7,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2612,No,7,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Male,Any other Asian background,0,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2613,Yes,9,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Male,British,9,2,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2614,No,8,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Male,British,2,1,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2615,No,10,Agree,Don't know,Don't know,Don't know,Agree,Don't know,Agree,Strongly Agree,Strongly Agree,Male,Pakistani,1,2,Treatment,2,110Construction,0.08,0.46,120,300
esorg110,espulse2616,Yes,8,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Male,British,18,2,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2617,Yes,7,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Male,British,11,2,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2618,Yes,8,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Male,British,4,2,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2619,Yes,9,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Male,British,15,2,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2620,Yes,8,Strongly Agree,Don't know,Neither agree nor disagree,Neither agree nor disagree,Disagree,Don't know,Neither agree nor disagree,Agree,Don't know,Male,British,1,1,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2621,Yes,10,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,19,1,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2622,Yes,8,Strongly Agree,Don't know,Neither agree nor disagree,Neither agree nor disagree,Disagree,Don't know,Neither agree nor disagree,Agree,Don't know,Male,British,6,1,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2623,Yes,9,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Male,British,7,2,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2624,Yes,8,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Male,British,18,1,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2625,Yes,7,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Male,British,21,2,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2626,Yes,9,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Male,British,0,1,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2627,Yes,6,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Male,British,12,2,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2628,Yes,8,Strongly Agree,Don't know,Neither agree nor disagree,Neither agree nor disagree,Disagree,Don't know,Neither agree nor disagree,Agree,Don't know,Male,British,1,1,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2629,Yes,7,Agree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Male,British,20,2,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2630,No,9,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Male,British,5,1,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2631,No,7,Agree,Strongly Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Male,British,2,2,Control,1,110Construction,0.08,0.46,120,300
esorg110,espulse2632,Yes,6,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Male,British,16,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2633,Yes,10,Agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Male,British,15,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2634,Yes,10,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Female,British,10,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2635,Yes,8,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Male,British,9,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2636,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,6,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2637,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,1,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2638,Yes,8,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Male,British,14,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2639,Yes,8,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Other,Other,19,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2640,Yes,10,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Male,British,8,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2641,No,8,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Disagree,Male,British,16,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2642,Yes,8,Strongly Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Strongly Disagree,Agree,Neither agree nor disagree,Male,British,16,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2643,No,9,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Male,British,1,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2644,Yes,10,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Male,British,9,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2645,Yes,10,Strongly Agree,Don't know,Don't know,Agree,Disagree,Don't know,Agree,Strongly Agree,Strongly Agree,Male,British,0,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2646,No,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,6,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2647,Yes,7,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Male,British,4,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2648,Yes,9,Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Male,British,5,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2649,Yes,9,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Male,British,9,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2650,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,9,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2651,Yes,10,Strongly Agree,Agree,Neither agree nor disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Male,British,9,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2652,Yes,7,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Don't know,Male,British,2,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2653,Yes,10,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Male,British,21,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2654,No,8,Strongly Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,4,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2655,Yes,10,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Male,British,8,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2656,Yes,6,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Male,British,10,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2657,No,10,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Male,British,9,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2658,Yes,8,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Agree,Male,British,6,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2659,Yes,10,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Male,British,18,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2660,Yes,10,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Male,British,1,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2661,Yes,8,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Male,British,9,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2662,No,10,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Male,British,0,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2663,No,10,Strongly Agree,Agree,Disagree,Don't know,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Male,British,9,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2664,No,8,Strongly Agree,Agree,Strongly Agree,Don't know,Disagree,Don't know,Agree,Strongly Agree,Agree,Male,British,1,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2665,No,9,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Strongly Agree,Male,British,4,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2666,No,8,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Male,British,1,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2667,Yes,10,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,0,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2668,No,10,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,1,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2669,No,8,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Female,British,2,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2670,No,9,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Male,British,0,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2671,Yes,8,Neither agree nor disagree,Disagree,Agree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Male,British,15,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2672,No,6,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Don't know,Disagree,Agree,Disagree,Other,British,1,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2673,No,8,Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Agree,Male,British,0,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2674,No,9,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Male,British,3,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2675,No,8,Strongly Agree,Agree,Don't know,Don't know,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Don't know,Male,British,0,2,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2676,Yes,6,Neither agree nor disagree,Strongly Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Male,British,2,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2677,No,10,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,British,7,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2678,No,9,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Male,British,1,1,Treatment,1,110Construction,0.08,0.46,120,300
esorg110,espulse2679,Yes,10,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Male,British,1,2,Treatment,1,110Construction,0.08,0.46,120,300
